11389886,21803552,3,0.76,0.837563452
9696025,17385831,3,0.72,0.906976744
4822222,17385831,3,0.7,0.706586826
8300620,17385831,3,0.76,0.890625
13955716,17385831,3,0.875,0.938931298
13351384,17385831,3,0.875,0.953125
2069219,17385831,3,0.875,0.953488372
13521323,17385831,3,0.75,0.9453125
14284540,17385831,3,0.807692308,0.86013986
17385831,17439818,3,0.708333333,0.768707483
17385831,20691789,3,0.75,0.8828125
17385831,19134229,3,0.708333333,0.75862069
4013485,17385831,3,0.72,0.776978417
17385831,21656668,3,0.75,0.796875
14896033,23053699,3,0.740740741,0.743315508
2857623,23053699,3,0.7,0.75
11952735,23053699,3,0.703703704,0.732142857
9195362,23053699,3,0.740740741,0.755952381
7039646,7911686,3,0.857142857,0.957894737
7039646,17638222,3,0.8125,0.837837838
7039646,15768167,3,0.857142857,0.957894737
7039646,22919520,3,0.705882353,0.741935484
7039646,16733950,3,0.8125,0.853211009
3584277,7039646,3,0.714285714,0.916666667
7911686,14581601,3,0.733333333,0.803571429
3078767,14581601,3,0.866666667,0.866071429
14581601,16529002,3,0.722222222,0.841269841
3959503,14581601,3,0.8,0.857142857
13783549,14581601,3,0.823529412,0.853846154
1477578,14581601,3,0.866666667,0.928571429
8980221,14581601,3,0.8,0.866071429
14581601,22410173,3,0.866666667,0.866071429
14581601,15768167,3,0.733333333,0.803571429
14581601,15527452,3,0.833333333,0.8
14581601,22919520,3,0.823529412,0.89516129
3584277,14581601,3,0.733333333,0.803571429
13335071,14581601,3,0.722222222,0.841269841
14581601,17727663,3,0.823529412,0.853846154
14581601,14840321,3,0.866666667,0.928571429
2867246,11627705,3,0.7,0.903225806
5498222,11627705,3,0.7,0.764705882
11627705,13927065,3,0.727272727,0.860465116
11627705,23252484,3,0.8,0.8
7006052,11627705,3,0.727272727,0.84
11627705,18310878,3,0.727272727,0.811764706
1624010,11627705,3,0.727272727,0.818181818
11627705,14157859,3,0.8,0.858823529
11627705,20372195,3,0.727272727,0.818181818
7458833,11627705,3,0.7,0.896551724
3325456,11627705,3,0.727272727,0.818181818
3387990,11627705,3,0.7,0.903225806
10337386,11627705,3,0.7,0.921348315
8489742,11627705,3,0.727272727,0.818181818
11627705,18600879,3,0.8,0.8
11627705,18748516,3,0.727272727,0.818181818
11627705,22221713,3,0.75,0.81372549
