20601756,23594635,3,0.578947368,0.802919708
8001867,23594635,3,0.578947368,0.737226277
15537156,23594635,3,0.5,0.649635036
20619879,23594635,3,0.5,0.723404255
16499420,23594635,3,0.555555556,0.613138686
20601755,23594635,3,0.578947368,0.773722628
11145818,23594635,3,0.5,0.576642336
9871231,23594635,3,0.5,0.671532847
21461424,23594635,3,0.5,0.715328467
22690093,23594635,3,0.5,0.671532847
10893111,23594635,3,0.5,0.693430657
20368648,23594635,3,0.5,0.576642336
8121403,23594635,3,0.5,0.693430657
6150059,23594635,3,0.578947368,0.737226277
11050195,23594635,3,0.5,0.649635036
11717079,23594635,3,0.5,0.627737226
9525318,23594635,3,0.5,0.576642336
15767189,23594635,3,0.5,0.638418079
16704464,23594635,3,0.5,0.670967742
16797428,23594635,3,0.5,0.671532847
20601757,23594635,3,0.578947368,0.810218978
6226270,23594635,3,0.555555556,0.649635036
17981986,23594635,3,0.5,0.730496454
19319640,23594635,3,0.5,0.664233577
17385831,23053699,3,0.555555556,0.696428571
3422759,17385831,3,0.666666667,0.765625
7263928,17385831,3,0.5,0.696969697
7187036,17385831,3,0.5,0.65625
14588787,17385831,3,0.5,0.681818182
3578392,17385831,3,0.666666667,0.7890625
9766481,17385831,3,0.7,0.621890547
17385831,22306604,3,0.666666667,0.8125
8979065,17385831,3,0.538461538,0.64137931
17212288,17385831,3,0.5,0.703125
4382405,17385831,3,0.541666667,0.75
8258909,17385831,3,0.68,0.788732394
16540473,17385831,3,0.666666667,0.765625
17385831,21967215,3,0.541666667,0.7421875
17385831,22271237,3,0.666666667,0.765625
15612870,17385831,3,0.558823529,0.670454545
1613935,17385831,3,0.677419355,0.69273743
16845107,17385831,3,0.5,0.564593301
4684601,17385831,3,0.541666667,0.7421875
5540239,17385831,3,0.542857143,0.524886878
8069594,17385831,3,0.541666667,0.7734375
3597316,17385831,3,0.666666667,0.765625
4336715,17385831,3,0.625,0.7578125
10697587,17385831,3,0.566666667,0.696428571
657801,17385831,3,0.625,0.75
12903179,17385831,3,0.541666667,0.694029851
17385831,18648407,3,0.541666667,0.796875
14502142,17385831,3,0.666666667,0.765625
12524506,17385831,3,0.666666667,0.7734375
266990,17385831,3,0.666666667,0.765625
7309170,17385831,3,0.655172414,0.717791411
11036037,17385831,3,0.516129032,0.681818182
11457386,17385831,3,0.541666667,0.734375
6865572,17385831,3,0.541666667,0.7421875
10658266,17385831,3,0.541666667,0.776119403
14896033,17385831,3,0.6,0.625668449
13924908,17385831,3,0.62962963,0.662790698
17079357,17385831,3,0.653846154,0.729411765
17385831,22301096,3,0.625,0.720588235
14808281,17385831,3,0.541666667,0.7421875
8117216,17385831,3,0.625,0.75
13339653,17385831,3,0.535714286,0.578378378
10348730,17385831,3,0.655172414,0.699386503
5467907,17385831,3,0.678571429,0.76433121
1955681,17385831,3,0.513513514,0.565420561
13289545,17385831,3,0.625,0.75
228212,17385831,3,0.538461538,0.726027397
2857623,17385831,3,0.5,0.59375
17385831,18583832,3,0.5,0.803030303
17385831,19849797,3,0.666666667,0.765625
7187035,17385831,3,0.5,0.6640625
3660402,17385831,3,0.588235294,0.644067797
17385831,22261730,3,0.513513514,0.54954955
13111022,17385831,3,0.5,0.7890625
17385831,21177597,3,0.666666667,0.765625
17385831,20692111,3,0.5,0.725925926
6305269,17385831,3,0.548387097,0.504716981
6171420,17385831,3,0.625,0.591954023
7034031,17385831,3,0.625,0.653061224
