6031248,14581601,2,1,1
2825450,14581601,2,1,1
14581601,16324741,2,1,1
6188784,14581601,2,1,1
14581601,23596949,2,1,1
9325670,14581601,2,1,1
11993046,14581601,2,1,1
2418918,14581601,2,1,1
6980854,14581601,2,1,1
14581601,23613195,2,1,1
1424647,14581601,2,1,1
10368839,11627705,2,1,1
5523389,11627705,2,1,1
3422759,22271237,2,1,1
3422759,14502142,2,1,1
3422759,21177597,2,1,1
15854363,22207779,2,1,1
2461169,4623012,2,1,1
2461169,8625346,2,1,1
367770,2461169,2,1,1
2461169,14317425,2,1,1
2461169,18269744,2,1,1
2461168,2461169,2,1,1
2461169,8793825,2,1,1
2461169,16351775,2,1,1
2461169,7760800,2,1,1
2461169,16224017,2,1,1
2461169,13783898,2,1,1
2461169,19584877,2,1,1
2461169,2711644,2,1,1
2461169,8778961,2,1,1
2461169,12172484,2,1,1
2461169,15571541,2,1,1
1458628,2461169,2,1,1
411630,2461169,2,1,1
2461169,3768628,2,1,1
831649,2461169,2,1,1
2461169,6814854,2,1,1
2461169,18623182,2,1,1
1421557,2461169,2,1,1
2461169,14183083,2,1,1
2461169,16466519,2,1,1
2461169,22246374,2,1,1
250595,2461169,2,1,1
2461169,7132185,2,1,1
2461169,9693856,2,1,1
948486,2461169,2,1,1
1966262,2461169,2,1,1
2461169,10287986,2,1,1
2461169,18731109,2,1,1
2461169,19142736,2,1,1
2461169,6244936,2,1,1
2461169,13028546,2,1,1
2461169,2532321,2,1,1
2461169,11319479,2,1,1
2461169,16388707,2,1,1
2461169,13902980,2,1,1
2461169,8612647,2,1,1
2461169,4518933,2,1,1
2461169,12678588,2,1,1
2461169,21870536,2,1,1
2461169,11548510,2,1,1
2461169,4471000,2,1,1
2461169,17456565,2,1,1
2461169,19912847,2,1,1
2461169,9088422,2,1,1
2461169,12614305,2,1,1
2461169,22993367,2,1,1
2461169,21488868,2,1,1
2461169,6061402,2,1,1
4623012,12614306,2,1,1
8625346,12614306,2,1,1
367770,12614306,2,1,1
12614306,14317425,2,1,1
12614306,18269744,2,1,1
2461168,12614306,2,1,1
8793825,12614306,2,1,1
12614306,16351775,2,1,1
7760800,12614306,2,1,1
12614306,16224017,2,1,1
12614306,13783898,2,1,1
12614306,19584877,2,1,1
2711644,12614306,2,1,1
8778961,12614306,2,1,1
12172484,12614306,2,1,1
12614306,15571541,2,1,1
1458628,12614306,2,1,1
411630,12614306,2,1,1
3768628,12614306,2,1,1
831649,12614306,2,1,1
6814854,12614306,2,1,1
12614306,18623182,2,1,1
1421557,12614306,2,1,1
12614306,14183083,2,1,1
12614306,16466519,2,1,1
12614306,22246374,2,1,1
250595,12614306,2,1,1
7132185,12614306,2,1,1
9693856,12614306,2,1,1
948486,12614306,2,1,1
1966262,12614306,2,1,1
10287986,12614306,2,1,1
12614306,18731109,2,1,1
12614306,19142736,2,1,1
6244936,12614306,2,1,1
12614306,13028546,2,1,1
2532321,12614306,2,1,1
11319479,12614306,2,1,1
12614306,16388707,2,1,1
12614306,13902980,2,1,1
8612647,12614306,2,1,1
4518933,12614306,2,1,1
12614306,12678588,2,1,1
12614306,21870536,2,1,1
11548510,12614306,2,1,1
4471000,12614306,2,1,1
12614306,17456565,2,1,1
12614306,19912847,2,1,1
9088422,12614306,2,1,1
12614305,12614306,2,1,1
12614306,22993367,2,1,1
12614306,21488868,2,1,1
6061402,12614306,2,1,1
11088627,12693284,2,1,1
3024986,3024993,2,1,1
4623012,8793826,2,1,1
4623012,18623183,2,1,1
4623012,18269745,2,1,1
4623012,7760801,2,1,1
4623012,12678589,2,1,1
